transaction_id,timestamp,type,asset,quantity,price_usd,fee,note
EXC-BIN-9039,2023-10-01T03:15:00Z,TRANSFER_IN,ETH,70.776,9340.7,0.08665036782470736,Binance TRANSFER_IN
EXC-BIN-9040,2023-10-01T03:20:00Z,TRANSFER_OUT,BTC,5.1643,34109.99,0.00243250550802047,Binance TRANSFER_OUT
EXC-BIN-9041,2023-10-01T03:25:00Z,SELL,USDT,52.8404,18322.48,0.09294746535966572,Binance SELL
EXC-BIN-9042,2023-10-01T03:30:12Z,SELL,USDT,28.9947,9794.16,0.017862111016506393,Binance SELL (Delayed)
EXC-BIN-9043,2023-10-01T03:35:00Z,TRANSFER_OUT,DOT,32.6446,12943.05,0.013257104113343809,Binance TRANSFER_OUT
EXC-BIN-9044,2023-10-01T03:40:00Z,TRANSFER_IN,SOL,1.2235,24234.37,0.07534508212159975,Binance TRANSFER_IN
EXC-BIN-9045,2023-10-01T03:45:00Z,TRANSFER_IN,ADA,36.7691,18282.8,0.03277383353071863,Binance TRANSFER_IN
EXC-BIN-9046,2023-10-01T03:50:00Z,TRANSFER_OUT,DOT,47.9984,13319.88,0.028880120865620945,Binance TRANSFER_OUT (Unrecognized)
EXC-BIN-9047,2023-10-01T03:55:00Z,TRANSFER_IN,BTC,43.0633,42939.41,0.022819827005715682,Binance TRANSFER_IN
EXC-BIN-9048,2023-10-01T04:00:00Z,SELL,USDT,15.061,39146.5,0.07613511144386505,Binance SELL
EXC-BIN-9049,2023-10-01T04:05:00Z,SELL,DOT,29.4768,49532.24,0.09539331054628075,Binance SELL
EXC-BIN-9050,2023-10-01T04:10:00Z,TRANSFER_IN,ADA,37.7437,2631.79,0.003329744860780157,Binance TRANSFER_IN
EXC-BIN-9051,2023-10-01T04:15:00Z,BUY,SOL,8.5182,11085.79,0.0134603166764844,Binance BUY
EXC-BIN-9052,2023-10-01T04:20:00Z,TRANSFER_IN,ADA,60.6045,44462.22,0.09668415388742511,Binance TRANSFER_IN
EXC-BIN-9053,2023-10-01T04:25:25Z,TRANSFER_IN,ADA,57.6036,41337.98,0.05484921881393948,Binance TRANSFER_IN (Delayed)
EXC-BIN-9054,2023-10-01T04:30:00Z,TRANSFER_IN,ETH,66.8306,16399.84,0.026692619106832453,Binance TRANSFER_IN
EXC-BIN-9055,2023-10-01T04:35:00Z,SELL,ETH,59.5207,21512.21,0.011455894916232626,Binance SELL
EXC-BIN-9056,2023-10-01T04:40:00Z,SELL,SOL,3.2173,58.73,0.08406956049578211,Binance SELL
EXC-BIN-9057,2023-10-01T04:45:00Z,TRANSFER_IN,USDT,99.6596,32397.78,0.0990221629189491,Binance TRANSFER_IN
EXC-BIN-9058,2023-10-01T04:50:00Z,TRANSFER_IN,ETH,98.9245,20647.4,0.026396351524865674,Binance TRANSFER_IN
EXC-BIN-9059,2023-10-01T04:55:00Z,SELL,ETH,51.9786,44894.61,0.0366377084565689,Binance SELL
EXC-BIN-9060,2023-10-01T05:00:00Z,BUY,USDT,47.9851,47129.8,0.08072903940523415,Binance BUY (Slippage)
EXC-BIN-9061,2023-10-01T05:05:00Z,TRANSFER_OUT,DOT,89.2773,2807.07,0.0522835896026332,Binance TRANSFER_OUT
EXC-BIN-9062,2023-10-01T05:10:00Z,TRANSFER_IN,SOL,98.9185,34427.99,0.04143979453698409,Binance TRANSFER_IN
EXC-BIN-9063,2023-10-01T05:15:00Z,SELL,ADA,63.2852,30538.96,0.040493339012700996,Binance SELL
EXC-BIN-9064,2023-10-01T05:20:00Z,TRANSFER_OUT,ETH,41.4382,25411.76,0.09794857989900933,Binance TRANSFER_OUT
EXC-BIN-9065,2023-10-01T05:25:00Z,TRANSFER_IN,DOT,89.0364,27008.13,0.09684783466746523,Binance TRANSFER_IN
EXC-BIN-9066,2023-10-01T05:30:00Z,TRANSFER_OUT,ETH,17.7767,47543.37,0.05201406560360961,Binance TRANSFER_OUT (Slippage)
EXC-BIN-9067,2023-10-01T05:35:00Z,TRANSFER_IN,SOL,10.8439,42641.2,0.09683898073855109,Binance TRANSFER_IN
EXC-BIN-9068,2023-10-01T05:40:00Z,TRANSFER_OUT,DOT,60.9424,32559.75,0.023182065652320824,Binance TRANSFER_OUT (Unrecognized)
EXC-BIN-9069,2023-10-01T05:45:00Z,SELL,BTC,48.9459,41367.77,0.010862579848145742,Binance SELL
EXC-BIN-9070,2023-10-01T05:50:24Z,SELL,USDT,47.6179,19152.31,0.06148947839003666,Binance SELL (Delayed)
EXC-BIN-9071,2023-10-01T05:55:07Z,TRANSFER_OUT,ADA,75.5891,15354.7,0.07600230331672514,Binance TRANSFER_OUT (Delayed)
EXC-BIN-9074,2023-10-01T06:10:18Z,TRANSFER_OUT,SOL,21.5862,47894.51,0.0790529608988765,Binance TRANSFER_OUT (Delayed)
EXC-BIN-9075,2023-10-01T06:15:00Z,TRANSFER_OUT,ETH,85.1916,31015.33,0.005937537244659811,Binance TRANSFER_OUT
EXC-BIN-9076,2023-10-01T06:20:00Z,SELL,BTC,79.9315,9060.97,0.010741816855370932,Binance SELL
EXC-BIN-9077,2023-10-01T06:25:00Z,SELL,BTC,27.0357,36236.15,0.02966206094765257,Binance SELL (Slippage)
EXC-BIN-9078,2023-10-01T06:30:00Z,BUY,USDT,26.3982,10138.13,0.043684293473702694,Binance BUY (Unrecognized)
EXC-BIN-9079,2023-10-01T06:35:00Z,TRANSFER_IN,BTC,48.0833,46852.58,0.07924971886812646,Binance TRANSFER_IN
EXC-BIN-9080,2023-10-01T06:40:00Z,TRANSFER_IN,USDT,24.2311,15812.32,0.07419921127668613,Binance TRANSFER_IN (Slippage)
EXC-BIN-9081,2023-10-01T06:45:00Z,TRANSFER_IN,BTC,23.7463,35822.78,0.028577057958203957,Binance TRANSFER_IN
EXC-BIN-9082,2023-10-01T06:50:00Z,SELL,ETH,75.4875,1152.24,0.04942432696530139,Binance SELL
EXC-BIN-9083,2023-10-01T06:55:00Z,TRANSFER_IN,USDT,36.9549,6570.48,0.006478592447069416,Binance TRANSFER_IN (Slippage)
EXC-BIN-9084,2023-10-01T07:00:00Z,BUY,ADA,42.2679,43336.4,0.001561853012427699,Binance BUY (Slippage)
EXC-BIN-9085,2023-10-01T07:05:00Z,BUY,ADA,65.3801,430.99,0.09443396649865828,Binance BUY
EXC-BIN-9086,2023-10-01T07:10:00Z,TRANSFER_OUT,SOL,43.1665,39009.54,0.038799782396513105,Binance TRANSFER_OUT (Slippage)
EXC-BIN-9087,2023-10-01T07:15:00Z,SELL,BTC,93.2515,42856.62,0.03814064722808752,Binance SELL
EXC-BIN-9088,2023-10-01T07:20:00Z,TRANSFER_IN,ETH,24.2204,6038.25,0.06719275597655837,Binance TRANSFER_IN (Unrecognized)
EXC-BIN-9089,2023-10-01T07:25:21Z,TRANSFER_IN,DOT,78.5598,8388.46,0.07687660863180588,Binance TRANSFER_IN (Delayed)
EXC-BIN-9090,2023-10-01T07:30:00Z,SELL,ETH,86.3683,8056.23,0.030771167960585346,Binance SELL
EXC-BIN-9091,2023-10-01T07:35:00Z,SELL,ETH,5.2327,44737.59,0.0535912041022498,Binance SELL
EXC-BIN-9092,2023-10-01T07:40:00Z,TRANSFER_IN,DOT,68.1554,17226.33,0.05384291449228642,Binance TRANSFER_IN
EXC-BIN-9093,2023-10-01T07:45:00Z,TRANSFER_IN,SOL,38.4796,5594.14,0.09895077181106424,Binance TRANSFER_IN (Slippage)
EXC-BIN-9094,2023-10-01T07:50:00Z,TRANSFER_OUT,DOT,0.8183,2849.41,0.0673534233115227,Binance TRANSFER_OUT (Slippage)
EXC-BIN-9095,2023-10-01T07:55:45Z,TRANSFER_IN,DOT,31.7507,16713.84,0.06402080068169945,Binance TRANSFER_IN (Delayed)
EXC-BIN-9096,2023-10-01T08:00:00Z,TRANSFER_OUT,DOT,49.0126,10045.0,0.0726771928382431,Binance TRANSFER_OUT
EXC-BIN-9097,2023-10-01T08:05:00Z,BUY,SOL,3.2725,38978.21,0.07463530085231043,Binance BUY
EXC-BIN-9098,2023-10-01T08:10:00Z,SELL,DOT,44.5716,20239.01,0.043238482935347905,Binance SELL (Slippage)
EXC-BIN-9099,2023-10-01T08:15:00Z,TRANSFER_IN,SOL,37.5507,15617.57,0.08755691996301113,Binance TRANSFER_IN (Slippage)
